Date,Cases,Incidence
2007-03-14,,7.35E-07
2007-03-15,,5.88E-07
2007-03-16,,3.68E-07
2007-03-17,,3.68E-07
2007-03-18,,7.35E-07
2007-03-19,,8.82E-07
2007-03-20,,8.09E-07
2007-03-21,,1.03E-06
2007-03-22,,8.82E-07
2007-03-23,,5.88E-07
2007-03-24,,5.88E-07
2007-03-25,,3.68E-07
2007-03-26,,1.40E-06
2007-03-27,,5.88E-07
2007-03-28,,9.56E-07
2007-03-29,,7.35E-07
2007-03-30,,7.35E-07
2007-03-31,,2.21E-07
2007-04-01,,2.94E-07
2007-04-02,,5.15E-07
2007-04-03,,2.94E-07
2007-04-04,,3.68E-07
2007-04-05,,6.62E-07
2007-04-06,,2.21E-07
2007-04-07,,3.68E-07
2007-04-08,,5.15E-07
2007-04-09,,6.62E-07
2007-04-10,,6.62E-07
2007-04-11,,5.88E-07
2007-04-12,,7.35E-07
2007-04-13,,7.35E-07
2007-04-14,,2.94E-07
2007-04-15,,5.15E-07
2007-04-16,,1.03E-06
2007-04-17,,7.35E-07
2007-04-18,,3.68E-07
2007-04-19,,3.68E-07
2007-04-20,,8.82E-07
2007-04-21,,2.21E-07
2007-04-22,,2.94E-07
2007-04-23,,5.88E-07
2007-04-24,,3.68E-07
2007-04-25,,3.68E-07
2007-04-26,,1.47E-07
2007-04-27,,6.62E-07
2007-04-28,,2.94E-07
2007-04-29,,2.21E-07
2007-04-30,,2.21E-07
2007-05-01,,9.56E-07
2007-05-02,,5.88E-07
2007-05-03,,2.94E-07
2007-05-04,,7.35E-07
2007-05-05,,5.88E-07
2007-05-06,,2.21E-07
2007-05-07,,7.35E-07
2007-05-08,,9.56E-07
2007-05-09,,2.21E-07
2007-05-10,,6.62E-07
2007-05-11,,5.15E-07
2007-05-12,,4.41E-07
2007-05-13,,5.15E-07
2007-05-14,,1.47E-07
2007-05-15,,4.41E-07
2007-05-16,,1.47E-07
2007-05-17,,3.68E-07
2007-05-18,,2.94E-07
2007-05-19,,5.88E-07
2007-05-20,,3.68E-07
2007-05-21,,4.41E-07
2007-05-22,,7.35E-07
2007-05-23,,2.94E-07
2007-05-24,,6.62E-07
2007-05-25,,6.62E-07
2007-05-26,,6.62E-07
2007-05-27,,7.35E-07
2007-05-28,,1.03E-06
2007-05-29,,9.56E-07
2007-05-30,,8.82E-07
2007-05-31,,2.21E-07
2007-06-01,,1.03E-06
2007-06-02,,2.94E-07
2007-06-03,,8.09E-07
2007-06-04,,9.56E-07
2007-06-05,,8.82E-07
2007-06-06,,8.82E-07
2007-06-07,,6.62E-07
2007-06-08,,1.10E-06
2007-06-09,,7.35E-07
2007-06-10,,8.82E-07
2007-06-11,,1.03E-06
2007-06-12,,8.09E-07
2007-06-13,,5.88E-07
2007-06-14,,1.03E-06
2007-06-15,,8.82E-07
2007-06-16,,8.82E-07
2007-06-17,,7.35E-07
2007-06-18,,1.18E-06
2007-06-19,,4.41E-07
2007-06-20,,7.35E-07
2007-06-21,,8.82E-07
2007-06-22,,5.15E-07
2007-06-23,,1.03E-06
2007-06-24,,3.68E-07
2007-06-25,,8.82E-07
2007-06-26,,1.47E-06
2007-06-27,,7.35E-07
2007-06-28,,1.18E-06
2007-06-29,,9.56E-07
2007-06-30,,8.09E-07
2007-07-01,,1.40E-06
2007-07-02,,9.56E-07
2007-07-03,,1.32E-06
2007-07-04,,1.10E-06
2007-07-05,,1.40E-06
2007-07-06,,1.40E-06
2007-07-07,,1.84E-06
2007-07-08,,1.32E-06
2007-07-09,,1.47E-06
2007-07-10,,2.35E-06
2007-07-11,,8.82E-07
2007-07-12,,1.32E-06
2007-07-13,,1.99E-06
2007-07-14,,1.47E-06
2007-07-15,,1.18E-06
2007-07-16,,1.40E-06
2007-07-17,,1.40E-06
2007-07-18,,8.09E-07
2007-07-19,,1.18E-06
2007-07-20,,1.10E-06
2007-07-21,,8.82E-07
2007-07-22,,8.09E-07
2007-07-23,,1.76E-06
2007-07-24,,9.56E-07
2007-07-25,,1.54E-06
2007-07-26,,1.76E-06
2007-07-27,,7.35E-07
2007-07-28,,5.15E-07
2007-07-29,,8.82E-07
2007-07-30,,0.00000125
2007-07-31,,1.40E-06
2007-08-01,,1.32E-06
2007-08-02,,6.62E-07
2007-08-03,,1.10E-06
2007-08-04,,5.15E-07
2007-08-05,,5.88E-07
2007-08-06,,1.10E-06
2007-08-07,,1.40E-06
2007-08-08,,1.47E-06
2007-08-09,,1.03E-06
2007-08-10,,1.18E-06
2007-08-11,,1.18E-06
2007-08-12,,5.88E-07
2007-08-13,,1.76E-06
2007-08-14,,9.56E-07
2007-08-15,,9.56E-07
2007-08-16,,9.56E-07
2007-08-17,,9.56E-07
2007-08-18,,7.35E-07
2007-08-19,,4.41E-07
2007-08-20,,1.32E-06
2007-08-21,,7.35E-07
2007-08-22,,8.82E-07
2007-08-23,,8.09E-07
2007-08-24,,8.09E-07
2007-08-25,,5.15E-07
2007-08-26,,7.35E-07
2007-08-27,,8.82E-07
2007-08-28,,1.03E-06
2007-08-29,,1.10E-06
2007-08-30,,1.10E-06
2007-08-31,,7.35E-07
2007-09-01,,8.09E-07
2007-09-02,,8.82E-07
2007-09-03,,8.09E-07
2007-09-04,,9.56E-07
2007-09-05,,9.56E-07
2007-09-06,,6.62E-07
2007-09-07,,8.09E-07
2007-09-08,,5.88E-07
2007-09-09,,9.56E-07
2007-09-10,,9.56E-07
2007-09-11,,0.00000125
2007-09-12,,9.56E-07
2007-09-13,,9.56E-07
2007-09-14,,9.56E-07
2007-09-15,,6.62E-07
2007-09-16,,9.56E-07
